Date,Lobbyist Name,Firm Name,Description,Amount,Payee Name,Payee City,Payee State,Payee Zip,Experts or Issues,Activity Type,Lobbyist Type,Activity Id,From Filing
04/22/2019,"Juul Labs, Inc.",,OPINION RESEARCH,91600.00,FABRIZIO WARD LLC,FORT LAUDERDALE,FL,33304,"Payment To Influence Municipal Decision
HEALTH CODE - Restricting the sale, manufacturer, and distribution of tobacco products, including electronic cigarettes",PaymentsToInfluence,expenditure,a6be6d31-20ad-4fd7-9414-7dcffb0abb86,fd39a272-43df-489a-860e-d8621788b7b1
04/22/2019,"Juul Labs, Inc.",,OPINION RESEARCH,91600.00,FABRIZIO WARD LLC,FORT LAUDERDALE,FL,33304,"Payment To Influence Municipal Decision
HEALTH CODE-RESTRICTING COMMERCIAL TOBACCO ACTIVITIES ON CITY PROPERTY",PaymentsToInfluence,expenditure,9b32cac9-4450-45e1-85b4-afd7947d0706,fd39a272-43df-489a-860e-d8621788b7b1
04/19/2019,"Mission for All, LLC",,CONSULTING,10000.00,"DEL CARLO, LARRY",CONCORD,CA,94521,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,58ae2abd-341b-4a45-af2b-4a1539162cc9,18f598d0-b52d-42f1-8793-50d415d665af
04/19/2019,"Mission for All, LLC",,CONSULTING,4000.00,"ROMERO, ROXANNE",SAN FRANCISCO,CA,94127,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,029a1fe0-a2d0-404e-95a4-a1de838312d8,18f598d0-b52d-42f1-8793-50d415d665af
04/19/2019,"Mission for All, LLC",,CONSULTING,6500.00,"ROYALE, GENE",DALY CITY,CA,94015,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,685edf72-75a5-4996-8fcd-24eee315d56a,18f598d0-b52d-42f1-8793-50d415d665af
04/19/2019,"Mission for All, LLC",,CONSULTING,5000.00,"SALAZAR, MITCHELL",San Francisco,CA,94131,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,acf164d8-1844-4e43-a987-f2c2901d1662,18f598d0-b52d-42f1-8793-50d415d665af
04/19/2019,"Mission for All, LLC",,CONSULTING,4000.00,"LONSO, ALBERTO",South San Francisco,CA,94083,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,c9a38678-4f75-43ba-a554-dc6a794c31f2,18f598d0-b52d-42f1-8793-50d415d665af
04/18/2019,"Mission for All, LLC",,CANVASSING,6878.99,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,2845b667-1bdf-47c4-a359-959d17745fcb,18f598d0-b52d-42f1-8793-50d415d665af
04/17/2019,"Juul Labs, Inc.",,CONSULTING,15000.00,"LONG YING INTERNATIONAL, INC.",SAN FRANCISCO,CA,94108,"Payment To Influence Municipal Decision
HEALTH CODE-RESTRICTING COMMERCIAL TOBACCO ACTIVITIES ON CITY PROPERTY",PaymentsToInfluence,expenditure,cb69fe33-da72-4858-a56e-79f4f5523933,fd39a272-43df-489a-860e-d8621788b7b1
04/17/2019,"Juul Labs, Inc.",,CONSULTING,15000.00,"LONG YING INTERNATIONAL, INC.",SAN FRANCISCO,CA,94108,"Payment To Influence Municipal Decision
HEALTH CODE - Restricting the sale, manufacturer, and distribution of tobacco products, including electronic cigarettes",PaymentsToInfluence,expenditure,3885b09a-19bf-4833-a35e-25bc3355337c,fd39a272-43df-489a-860e-d8621788b7b1
04/16/2019,"Juul Labs, Inc.",,CONSULTING,14625.00,"DCI GROUP AZ, INC.",WASHINGTON,DC,20036,"Payment To Influence Municipal Decision
HEALTH CODE-RESTRICTING COMMERCIAL TOBACCO ACTIVITIES ON CITY PROPERTY",PaymentsToInfluence,expenditure,d9111aea-fab6-434e-95e7-fa261749789b,fd39a272-43df-489a-860e-d8621788b7b1
04/16/2019,"Juul Labs, Inc.",,CONSULTING,14625.00,"DCI GROUP AZ, INC.",WASHINGTON,DC,20036,"Payment To Influence Municipal Decision
HEALTH CODE - Restricting the sale, manufacturer, and distribution of tobacco products, including electronic cigarettes",PaymentsToInfluence,expenditure,c8416095-b1c7-4eed-b8de-3987e7f713ab,fd39a272-43df-489a-860e-d8621788b7b1
04/12/2019,"Mission for All, LLC",,CANVASSING,5783.24,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,6be363f8-3c2b-45c6-959d-bf4320ee33e9,18f598d0-b52d-42f1-8793-50d415d665af
04/12/2019,"Juul Labs, Inc.",,GRASSROOTS LOBBYING SERVICES,94975.01,"DCI GROUP AZ, INC.",WASHINGTON,DC,20036,"Payment To Influence Municipal Decision
HEALTH CODE-RESTRICTING COMMERCIAL TOBACCO ACTIVITIES ON CITY PROPERTY",PaymentsToInfluence,expenditure,031ced55-aed3-49a0-bc1d-55efab3bbde4,fd39a272-43df-489a-860e-d8621788b7b1
04/12/2019,"Juul Labs, Inc.",,GRASSROOTS LOBBYING SERVICES,94975.02,"DCI GROUP AZ, INC.",WASHINGTON,DC,20036,"Payment To Influence Municipal Decision
HEALTH CODE - Restricting the sale, manufacturer, and distribution of tobacco products, including electronic cigarettes",PaymentsToInfluence,expenditure,71773359-73ac-4b46-a29d-528866ce6876,fd39a272-43df-489a-860e-d8621788b7b1
04/04/2019,"Mission for All, LLC",,CANVASSING,5849.32,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,d1b9fd3e-4c7e-4417-ba25-6ff4445bc5d8,18f598d0-b52d-42f1-8793-50d415d665af
04/01/2019,"Juul Labs, Inc.",,CONSULTING,6250.00,BARNES MOSHER WHITEHURST LAUTER,OAKLAND,CA,94607,"Payment To Influence Municipal Decision
HEALTH CODE - Restricting the sale, manufacturer, and distribution of tobacco products, including electronic cigarettes",PaymentsToInfluence,expenditure,59419d89-d8b3-4f44-b8ec-23ac6f60dd7e,fd39a272-43df-489a-860e-d8621788b7b1
04/01/2019,"Juul Labs, Inc.",,CONSULTING,10000.00,"ALLBEE, NATE",SAN FRANCISCO,CA,94607,"Payment To Influence Municipal Decision
HEALTH CODE - Restricting the sale, manufacturer, and distribution of tobacco products, including electronic cigarettes",PaymentsToInfluence,expenditure,0cb8b8b9-9321-42fd-9e80-04a589bf7fc8,fd39a272-43df-489a-860e-d8621788b7b1
04/01/2019,"Juul Labs, Inc.",,CONSULTING,10000.00,"ALLBEE, NATE",SAN FRANCISCO,CA,94607,"Payment To Influence Municipal Decision
HEALTH CODE-RESTRICTING COMMERCIAL TOBACCO ACTIVITIES ON CITY PROPERTY",PaymentsToInfluence,expenditure,ad222d0d-d250-4076-8366-a5f2518d1c5d,fd39a272-43df-489a-860e-d8621788b7b1
04/01/2019,"Juul Labs, Inc.",,CONSULTING,6250.00,BARNES MOSHER WHITEHURST LAUTER,OAKLAND,CA,94607,"Payment To Influence Municipal Decision
HEALTH CODE-RESTRICTING COMMERCIAL TOBACCO ACTIVITIES ON CITY PROPERTY",PaymentsToInfluence,expenditure,550b72af-6fbd-4059-bced-4ba94364d674,fd39a272-43df-489a-860e-d8621788b7b1
03/29/2019,"Mission for All, LLC",,CANVASSING,5874.31,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,02b97d1a-3d96-44b9-a02c-b74d8371d013,a4c40404-6ebe-40c1-8587-9698e588ff9c
03/06/2019,"Mission for All, LLC",,CONSULTING,4000.00,"LONSO, ALBERTO",South San Francisco,CA,94083,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,820ec8ca-10c8-446a-acb0-b420fda15c43,a4c40404-6ebe-40c1-8587-9698e588ff9c
03/06/2019,"Mission for All, LLC",,CONSULTING AND EXPENSES,10017.50,"DEL CARLO, LARRY",CONCORD,CA,94521,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,9e7f50d1-2446-4417-b44d-5d33c82d7b04,a4c40404-6ebe-40c1-8587-9698e588ff9c
03/06/2019,"Mission for All, LLC",,CONSULTING,4000.00,"ROMERO, ROXANNE",SAN FRANCISCO,CA,94127,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,5d2c1816-9b77-4f3c-9bf5-73c1f92e93bb,a4c40404-6ebe-40c1-8587-9698e588ff9c
03/06/2019,"Mission for All, LLC",,CONSULTING AND EXPENSES,6912.09,"ROYALE, GENE",DALY CITY,CA,94015,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,33590dff-1f85-408c-9ff4-b595d2fe786e,a4c40404-6ebe-40c1-8587-9698e588ff9c
03/06/2019,"Mission for All, LLC",,CONSULTING,7000.00,"SALAZAR, MITCHELL",San Francisco,CA,94131,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,122d9a3b-1613-46f3-92b8-a85557b9c936,a4c40404-6ebe-40c1-8587-9698e588ff9c
03/01/2019,"Mission for All, LLC",,CANVASSING,6291.17,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,13de6914-fdfb-4971-ade2-716d60619858,a4c40404-6ebe-40c1-8587-9698e588ff9c
02/21/2019,"Mission for All, LLC",,CANVASSING,5847.93,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,83a52ff7-481a-4261-9906-c8ac13e5b46f,a9eba9dd-13e2-49e5-b49c-fd79824f2286
02/15/2019,"Mission for All, LLC",,CANVASSING,7724.12,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,622b0f95-3afd-45cc-a57b-dcf8de38eac3,a9eba9dd-13e2-49e5-b49c-fd79824f2286
02/11/2019,"Mission for All, LLC",,CONSULTING,10000.00,"DEL CARLO, LARRY",CONCORD,CA,94521,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,57aa287b-c206-439f-9434-dc6b47db71c0,a9eba9dd-13e2-49e5-b49c-fd79824f2286
02/08/2019,"Mission for All, LLC",,CANVASSING,6137.42,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,cce74228-67a9-4a0e-8a81-b7356418ae84,a9eba9dd-13e2-49e5-b49c-fd79824f2286
02/01/2019,"Mission for All, LLC",,CANVASSING,6591.30,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,b179a827-3f30-4163-aeb3-1f910849b40d,a9eba9dd-13e2-49e5-b49c-fd79824f2286
01/31/2019,"Mission for All, LLC",,CONSULTING,5000.00,"SALAZAR, MITCHELL",San Francisco,CA,94131,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,0e7ea42f-ef57-4429-8f9f-a5cc77475788,6a973087-d76c-4ff3-9133-62c4cd71d0c6
01/31/2019,"Mission for All, LLC",,CONSULTING,4000.00,"ROMERO, ROXANNE",SAN FRANCISCO,CA,94127,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,eb0d0d5a-d4cc-4a12-ae7f-0fd4cad18239,6a973087-d76c-4ff3-9133-62c4cd71d0c6
01/31/2019,"Mission for All, LLC",,CONSULTING,4000.00,"LONSO, ALBERTO",South San Francisco,CA,94083,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,b9a9cddc-9aa8-4d7f-af7f-fddc89cbe2bc,6a973087-d76c-4ff3-9133-62c4cd71d0c6
01/31/2019,"Mission for All, LLC",,CONSULTING AND EXPENSES,6725.63,"ROYALE, GENE",DALY CITY,CA,94015,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,d666a906-f58b-4be4-bdf4-c8b2311db17e,6a973087-d76c-4ff3-9133-62c4cd71d0c6
01/29/2019,"Mission for All, LLC",,CONSULTING,1000.00,"LEE, HAZEL",SAN FRANCISCO,CA,94103,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,4d4b4ecd-792e-468e-b86d-eaa4c54b69d8,6a973087-d76c-4ff3-9133-62c4cd71d0c6
01/25/2019,"Mission for All, LLC",,CANVASSING,7340.54,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,64d90233-a8cf-458b-a181-5bf58c4c2b96,6a973087-d76c-4ff3-9133-62c4cd71d0c6
01/18/2019,"Mission for All, LLC",,CANVASSING,6973.88,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,d84c0261-49a6-423d-b2bf-c450c8fffbde,6a973087-d76c-4ff3-9133-62c4cd71d0c6
01/11/2019,"Mission for All, LLC",,CANVASSING,8347.39,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,87d8a0d5-c782-4db2-ac5b-c982f319e359,6a973087-d76c-4ff3-9133-62c4cd71d0c6
01/04/2019,"Mission for All, LLC",,CANVASSING,8705.22,PAYCHEX,ROCHESTOR,NY,14620,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,22c48509-f589-440a-8748-aac41dbaa890,6a973087-d76c-4ff3-9133-62c4cd71d0c6
01/02/2019,"Mission for All, LLC",,CONSULTING,10000.00,"DEL CARLO, LARRY",CONCORD,CA,94521,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,fafac70e-6ff5-4e65-b216-23b06daad6a1,6a973087-d76c-4ff3-9133-62c4cd71d0c6
01/02/2019,"Mission for All, LLC",,CONSULTING AND EXPENSES,6829.69,"ROYALE, GENE",DALY CITY,CA,94015,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,a1f8b918-abe2-4c6c-8bfc-953cd380df9d,6a973087-d76c-4ff3-9133-62c4cd71d0c6
01/02/2019,"Mission for All, LLC",,CONSULTING,5000.00,"SALAZAR, MITCHELL",San Francisco,CA,94131,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,93281607-11b0-4f77-99de-a20b4db97c9f,6a973087-d76c-4ff3-9133-62c4cd71d0c6
01/02/2019,"Mission for All, LLC",,CONSULTING,4000.00,"ROMERO, ROXANNE",SAN FRANCISCO,CA,94127,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,3d1be128-850d-414d-81cd-bcd7fbba478e,6a973087-d76c-4ff3-9133-62c4cd71d0c6
01/02/2019,"Mission for All, LLC",,CONSULTING,4000.00,"LONSO, ALBERTO",South San Francisco,CA,94083,"Payment To Influence Municipal Decision
SUPPORT DEVELOPMENT PROPOSALS FOR 1979 MISSION STREET",PaymentsToInfluence,expenditure,feb5ba92-4781-461d-ab4d-52cf9bbf6bcc,6a973087-d76c-4ff3-9133-62c4cd71d0c6
08/26/2022,CA Hotel & Lodging Association,,Consulting services,7000.00,Platinum Advisors,Sacramento,CA,95814,"Payment To Influence Municipal Decision
SF Cleaning Ordinance
",PaymentsToInfluence,expenditure,0839eeea-157a-499e-a782-d6fbbf82d953,5358baa4-ab13-469d-868c-397a584b8982
09/26/2022,CA Hotel & Lodging Association,,Consulting services,7000.00,Platinum Advisors,Sacramento,CA,95814,"Payment To Influence Municipal Decision
SF Cleaning Ordinance
",PaymentsToInfluence,expenditure,3787382b-c095-4791-81ce-f575713f1874,91a295f9-687b-49e3-b35c-601ec1c2edcf
11/28/2022,CA Hotel & Lodging Association,,Consulting services,7000.00,Platinum Advisors,Sacramento,CA,95814,"Payment To Influence Municipal Decision
SF Cleaning Ordinance
",PaymentsToInfluence,expenditure,adb12eed-81e3-44b4-aac4-de982c7f9fba,6452d4e0-6104-4e28-a894-177fdbbb4762
09/01/2021,CA Hotel & Lodging Association,,Consulting services,7000.00,Platinum Advisors,Sacramento,CA,95814,"Payment To Influence Municipal Decision
SF Cleaning Ordinance
",PaymentsToInfluence,expenditure,358ce1e0-9f11-4667-ace7-c75c039d3dab,94a41276-1afe-4cb5-89f1-ec3af3dc5fa5
08/04/2021,CA Hotel & Lodging Association,,"Consulting, media analysis,  and research",5050.00,Singer Associates,San Francisco,CA,94108,"Payment To Influence Municipal Decision
SF Cleaning Ordinance
",PaymentsToInfluence,expenditure,1d536209-5396-4c28-8e12-8ce127ae38c9,80cf62c2-5163-4a58-a8c8-4c32479cd4b0
08/01/2021,CA Hotel & Lodging Association,,Consulting services,7000.00,Platinum Advisors,Sacramento,CA,95814,"Payment To Influence Municipal Decision
SF Cleaning Ordinance
",PaymentsToInfluence,expenditure,4aec0ac4-2bc5-4417-8929-2441eb67fb60,80cf62c2-5163-4a58-a8c8-4c32479cd4b0
10/24/2022,CA Hotel & Lodging Association,,Consulting services,7000.00,Platinum Advisors,Sacramento,CA,95814,"Payment To Influence Municipal Decision
SF Cleaning Ordinance
",PaymentsToInfluence,expenditure,5f216b6f-b34c-4695-9b0d-5f596b90ed6d,1f08bd18-001a-4fa0-b81e-402b137ef091
03/01/2023,GROW SF,,Newspaper Ad,1490.00,Wind Newspaper,Millbrae,CA,94030,"Payment To Influence Municipal Decision
Increase to Police Budget
",PaymentsToInfluence,expenditure,d01f2f67-2bc4-4dd5-94ce-75626080d327,8e3c0bf9-f7aa-47ab-8a4a-5e75eb03c3a5
05/31/2023,GROW SF,,Online Ads,1000.00,"Meta/Facebook, Inc.",Menlo Park,CA,94025,"Payment To Influence Municipal Decision
Increase Transit/BART Funding
",PaymentsToInfluence,expenditure,ebf514fc-cda9-451a-843c-db94c84ceb92,b0ba2532-0997-4713-aebc-914de14469d8
06/29/2023,TOGETHERSF ACTION,,Advertising Services,8200.38,"Meta Platforms, Inc.,", Menlo Park,CA,94025,"Payment To Influence Municipal Decision
Annual Salary Ordinance
",PaymentsToInfluence,expenditure,017ab3a9-8f87-4db4-82d7-3a94e893e266,cf1336c7-e872-4cab-b37a-5d9b5044c603
06/21/2023,TOGETHERSF ACTION,,Sign Services,5831.64,"GOLDEN GATE SIGN COMPANY, INC.",Concord,CA,94520,"Payment To Influence Municipal Decision
Civic Engagement and Education
",PaymentsToInfluence,expenditure,3dbc8e0a-4e95-433e-9538-efcaff45b308,cf1336c7-e872-4cab-b37a-5d9b5044c603
06/21/2023,TOGETHERSF ACTION,,Sign Services,4880.80,"GOLDEN GATE SIGN COMPANY, INC.",Concord,CA,94520,"Payment To Influence Municipal Decision
Civic Engagement and Education
",PaymentsToInfluence,expenditure,c452140a-50d9-4679-9ba7-3282054db24c,cf1336c7-e872-4cab-b37a-5d9b5044c603
06/15/2023,TOGETHERSF ACTION,,Advertising Services,6500.00,"Wild Posting, Inc",Inglewood,CA,90301,"Payment To Influence Municipal Decision
Civic Engagement and Education
",PaymentsToInfluence,expenditure,6b14073e-02d1-49f6-a564-5c6495adc6be,cf1336c7-e872-4cab-b37a-5d9b5044c603
06/14/2023,TOGETHERSF ACTION,,Billboards,2500.00,"MILKMONEY, INC.",Los Angeles,CA,90048,"Payment To Influence Municipal Decision
Civic Engagement and Education
",PaymentsToInfluence,expenditure,cd4fcf3d-5128-4237-b429-768f0204a7b5,cf1336c7-e872-4cab-b37a-5d9b5044c603
06/05/2023,TOGETHERSF ACTION,,Business Services,88600.00,Partners in Crime LLC,Mill Valley,CA,94941,"Payment To Influence Municipal Decision
Civic Engagement and Education
",PaymentsToInfluence,expenditure,8c57d7bf-7487-4be4-8d5a-7e29e2699bb2,cf1336c7-e872-4cab-b37a-5d9b5044c603
06/01/2023,TOGETHERSF ACTION,,Printed Media Services,1550.00,"VINYLWORKS, LLC",Pinal,AZ,85138,"Payment To Influence Municipal Decision
Civic Engagement and Education
",PaymentsToInfluence,expenditure,acfcc4d2-2060-493f-a93f-de2ca0cf2139,cf1336c7-e872-4cab-b37a-5d9b5044c603
